StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q12,Q13,Q14,Q15
2021-10-12 14:02:02,2021-10-12 14:04:54,IP Address,100,172,True,2021-10-12 14:04:54,R_2SIi6Agpz81cVlE,anonymous,EN,I consent to participate in this survey.,Strongly agree,Agree,Yes,Agree,Agree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Senior/5th year+,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,White,In state student,Democratic Party
2021-10-12 14:02:43,2021-10-12 14:05:20,IP Address,100,157,True,2021-10-12 14:05:20,R_r12Y3PIgyKRoc3T,anonymous,EN,I consent to participate in this survey.,Strongly agree,Strongly agree,No,Neither agree or disagree,Disagree,Disagree,Agree,Disagree,Neither agree or disagree,Junior,College of Natural Resources,Male,White,In state student,Undecided
2021-10-12 16:54:18,2021-10-12 16:58:11,IP Address,100,233,True,2021-10-12 16:58:12,R_2c5io94bUh71RZz,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Strongly agree,No,Agree,Agree,Neither agree or disagree,Agree,Agree,Agree,Junior,L&S Undeclared/Undecided on Major,Female,White,International student,Democratic Party
2021-10-12 22:31:56,2021-10-12 22:35:11,IP Address,100,195,True,2021-10-12 22:35:12,R_2YhLrCOEPkUHCXa,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Agree,Disagree,Junior,"L&S Arts & Humanities Division (e.g., Art Practice, Rhetoric, French, Music)",Female,White,In state student,Democratic Party
2021-10-12 23:45:53,2021-10-12 23:47:53,IP Address,100,120,True,2021-10-12 23:47:53,R_3MLPIfIIF12mDPo,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Agree,Disagree,Disagree,Agree,Agree,Neither agree or disagree,Freshman,"L&S Math & Phys Sciences Division (e.g., Astronomy, Earth and Planetary Sciences, Mathematics, Physics, Statistics)",Male,White,In state student,Democratic Party
2021-10-12 23:44:33,2021-10-12 23:50:01,IP Address,100,328,True,2021-10-12 23:50:02,R_3ozkbHbkxZi7SxU,anonymous,EN,I consent to participate in this survey.,Strongly agree,Disagree,No,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree or disagree,Freshman,"L&S Arts & Humanities Division (e.g., Art Practice, Rhetoric, French, Music)",Female,White,In state student,Democratic Party
2021-10-12 23:59:51,2021-10-13 00:02:27,IP Address,100,156,True,2021-10-13 00:02:27,R_2cvgEhDhqVAEK5a,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Agree,No,Agree,Neither agree or disagree,Disagree,Strongly agree,Neither agree or disagree,Disagree,Freshman,"L&S Math & Phys Sciences Division (e.g., Astronomy, Earth and Planetary Sciences, Mathematics, Physics, Statistics)",Decline to state,Decline to State,In state student,Democratic Party
2021-10-13 00:45:13,2021-10-13 00:47:10,IP Address,100,116,True,2021-10-13 00:47:10,R_1CJRvXMjHhGFv6d,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Agree,No,Disagree,Disagree,Disagree,Agree,Agree,Neither agree or disagree,Freshman,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Male,White,In state student,Democratic Party
2021-10-13 00:58:35,2021-10-13 00:59:34,IP Address,100,58,True,2021-10-13 00:59:34,R_56awbRWM4qHga9H,anonymous,EN,I consent to participate in this survey.,Agree,Agree,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Freshman,College of Natural Resources,Female,Chicanx/Latinx,In state student,Democratic Party
2021-10-13 01:05:53,2021-10-13 01:08:25,IP Address,100,151,True,2021-10-13 01:08:25,R_1jfhe24SULJNvFD,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Disagree,Yes,Agree,Neither agree or disagree,Agree,Strongly agree,Agree,Strongly agree,Freshman,College of Engineering,Female,White,In state student,Democratic Party
2021-10-13 02:11:21,2021-10-13 02:12:58,IP Address,100,96,True,2021-10-13 02:12:58,R_1gbfIxZcOWB0HTx,anonymous,EN,I consent to participate in this survey.,Agree,Neither agree or disagree,No,Agree,Neither agree or disagree,Disagree,Disagree,Agree,Neither agree or disagree,Freshman,"L&S Arts & Humanities Division (e.g., Art Practice, Rhetoric, French, Music)",Nonbinary,White,Out of state student,Democratic Party
2021-10-13 12:01:00,2021-10-13 12:02:51,IP Address,100,110,True,2021-10-13 12:02:51,R_x0efE5IZXfeK4aB,anonymous,EN,I consent to participate in this survey.,Agree,Agree,Yes,Agree,Strongly agree,Neither agree or disagree,Agree,Strongly agree,Disagree,Junior,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Female,White,Out of state student,Prefer not to state
2021-10-13 12:53:06,2021-10-13 12:55:13,IP Address,100,127,True,2021-10-13 12:55:14,R_2ctJuP6syOO3Akf,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Disagree,Disagree,Disagree,Agree,Agree,Neither agree or disagree,Freshman,L&S Undeclared/Undecided on Major,Female,White,In state student,Democratic Party
2021-10-13 12:58:34,2021-10-13 13:00:24,IP Address,100,110,True,2021-10-13 13:00:25,R_2zzNdko9O5BxIQG,anonymous,EN,I consent to participate in this survey.,Disagree,Agree,Yes,Agree,Agree,Agree,Agree,Agree,Strongly agree,Freshman,College of Natural Resources,Female,White,In state student,Democratic Party
2021-10-13 14:16:11,2021-10-13 14:17:25,IP Address,100,73,True,2021-10-13 14:17:26,R_26hB5fTTFl5Elcp,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Neither agree or disagree,No,Agree,Strongly agree,Neither agree or disagree,Agree,Neither agree or disagree,Strongly agree,Freshman,College of Natural Resources,Female,Asian,In state student,Democratic Party
2021-10-13 15:27:51,2021-10-13 15:29:06,IP Address,100,74,True,2021-10-13 15:29:06,R_2Yu0cZSZQCw2mE7,anonymous,EN,I consent to participate in this survey.,Strongly agree,Disagree,No,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Disagree,Sophomore,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,Asian,In state student,Democratic Party
2021-10-13 15:43:57,2021-10-13 15:45:28,IP Address,100,90,True,2021-10-13 15:45:28,R_1l5lWFckffUoAxK,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Sophomore,L&S Undeclared/Undecided on Major,Male,Asian,In state student,Democratic Party
2021-10-13 15:44:38,2021-10-13 15:45:54,IP Address,100,76,True,2021-10-13 15:45:55,R_tLPGZDVAzDArEiJ,qr,EN,I consent to participate in this survey.,Agree,Agree,No,Neither agree or disagree,Agree,Disagree,Strongly agree,Strongly agree,Disagree,Sophomore,College of Engineering,Female,Chicanx/Latinx,In state student,Democratic Party
2021-10-13 15:45:00,2021-10-13 15:46:08,IP Address,100,68,True,2021-10-13 15:46:09,R_erGEgrbZ3SjcnUR,qr,EN,I consent to participate in this survey.,Neither agree or disagree,Neither agree or disagree,No,Agree,Neither agree or disagree,Neither agree or disagree,Strongly agree,Agree,Disagree,Senior/5th year+,"L&S Undergraduate Studies Division (e.g., American Studies, Applied Languages, Creative Writing, Data Science, Disability Studies, Interdisciplinary Studies, Media Studies)",Female,Asian,In state student,Democratic Party
2021-10-13 15:45:09,2021-10-13 15:46:40,IP Address,100,91,True,2021-10-13 15:46:40,R_2eWL5CTYzqfg9XU,qr,EN,I consent to participate in this survey.,Disagree,Neither agree or disagree,No,Agree,Disagree,Agree,Strongly agree,Agree,Neither agree or disagree,Senior/5th year+,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,Asian,In state student,Democratic Party
2021-10-13 15:46:40,2021-10-13 15:48:44,IP Address,100,123,True,2021-10-13 15:48:44,R_3hzt2z2iZAbMUVO,qr,EN,I consent to participate in this survey.,Strongly agree,Agree,No,Neither agree or disagree,Neither agree or disagree,Disagree,Strongly agree,Strongly disagree,Agree,Senior/5th year+,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Male,White,In state student,Prefer not to state
2021-10-13 15:47:03,2021-10-13 15:48:55,IP Address,100,111,True,2021-10-13 15:48:55,R_uf71PwxcWz3pDKF,qr,EN,I consent to participate in this survey.,Agree,Disagree,No,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Strongly agree,Agree,Senior/5th year+,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,Chicanx/Latinx,In state student,Democratic Party
2021-10-13 15:44:58,2021-10-13 15:49:57,IP Address,100,298,True,2021-10-13 15:49:57,R_3lyIxCD0ykCeDLQ,qr,EN,I consent to participate in this survey.,Agree,Agree,No,Agree,Neither agree or disagree,Agree,Strongly agree,Neither agree or disagree,Neither agree or disagree,Sophomore,L&S Undeclared/Undecided on Major,Female,Chicanx/Latinx,In state student,Democratic Party
2021-10-13 15:49:08,2021-10-13 15:50:07,IP Address,100,59,True,2021-10-13 15:50:08,R_wY7y5jhjwjLZSH7,qr,EN,I consent to participate in this survey.,Agree,Disagree,No,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Sophomore,"L&S Math & Phys Sciences Division (e.g., Astronomy, Earth and Planetary Sciences, Mathematics, Physics, Statistics)",Male,Asian,Out of state student,Independent
2021-10-13 15:49:34,2021-10-13 15:50:28,IP Address,100,53,True,2021-10-13 15:50:28,R_1g0yHsZAxorOT6M,qr,EN,I consent to participate in this survey.,Agree,Neither agree or disagree,No,Disagree,Disagree,Neither agree or disagree,Agree,Agree,Disagree,Junior,College of Engineering,Female,Asian,In state student,Democratic Party
2021-10-13 15:52:07,2021-10-13 15:53:25,IP Address,100,78,True,2021-10-13 15:53:25,R_32KPIC66aAo0RzY,qr,EN,I consent to participate in this survey.,Agree,Agree,No,Agree,Agree,Agree,Agree,Agree,Disagree,Sophomore,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,Asian,In state student,Democratic Party
2021-10-13 15:52:04,2021-10-13 15:53:50,IP Address,100,105,True,2021-10-13 15:53:50,R_4THrPDnu4UeiprP,qr,EN,I consent to participate in this survey.,Strongly Disagree,Strongly disagree,No,Agree,Disagree,Neither agree or disagree,Agree,Strongly agree,Strongly disagree,Sophomore,L&S Undeclared/Undecided on Major,Female,Asian,In state student,Prefer not to state
2021-10-13 15:52:32,2021-10-13 15:53:55,IP Address,100,82,True,2021-10-13 15:53:55,R_ApNk5msouGN40dr,qr,EN,I consent to participate in this survey.,Agree,Agree,No,Agree,Agree,Strongly agree,Agree,Disagree,Neither agree or disagree,Freshman,College of Engineering,Male,Asian,Out of state student,Independent
2021-10-13 15:52:15,2021-10-13 15:54:00,IP Address,100,105,True,2021-10-13 15:54:00,R_3kdgv0RY0B59UjE,anonymous,EN,I consent to participate in this survey.,Strongly agree,Strongly agree,No,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Freshman,College of Natural Resources,Female,White,In state student,Democratic Party
2021-10-13 15:53:04,2021-10-13 15:54:46,IP Address,100,102,True,2021-10-13 15:54:47,R_1LpdBbyV0S8xbPX,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Agree,No,Disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Disagree,Freshman,L&S Undeclared/Undecided on Major,Female,White,International student,Undecided
2021-10-13 15:53:45,2021-10-13 15:55:01,IP Address,100,75,True,2021-10-13 15:55:01,R_3qPTd9nP56ZDckn,qr,EN,,Strongly agree,Strongly agree,No,Agree,Agree,Neither agree or disagree,Agree,Strongly agree,Disagree,Junior,L&S Undeclared/Undecided on Major,Female,Chicanx/Latinx,In state student,Democratic Party
2021-10-13 15:55:07,2021-10-13 15:56:07,IP Address,100,60,True,2021-10-13 15:56:08,R_DjXE3ULuaXWZ16x,anonymous,EN,I consent to participate in this survey.,Disagree,Neither agree or disagree,No,Strongly disagree,Disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Strongly disagree,Senior/5th year+,Haas School of Business,Female,Decline to State,In state student,Prefer not to state
2021-10-13 15:55:09,2021-10-13 15:56:11,IP Address,100,61,True,2021-10-13 15:56:11,R_24ddpbcjx75d69t,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Neither agree or disagree,Disagree,Disagree,Agree,Agree,Disagree,Sophomore,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Female,Asian,In state student,Democratic Party
2021-10-13 15:55:40,2021-10-13 15:56:36,IP Address,100,55,True,2021-10-13 15:56:36,R_3fvjGtPj37CHyrb,qr,EN,I consent to participate in this survey.,Agree,Agree,Yes,Strongly agree,Neither agree or disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree or disagree,Sophomore,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,White,Out of state student,Democratic Party
2021-10-13 15:55:38,2021-10-13 15:56:47,IP Address,100,69,True,2021-10-13 15:56:48,R_2rpvgkFA0D5WKoA,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Agree,No,Agree,Neither agree or disagree,Disagree,Strongly agree,Neither agree or disagree,Agree,Freshman,L&S Undeclared/Undecided on Major,Female,White,Out of state student,Democratic Party
2021-10-13 15:53:52,2021-10-13 15:56:49,IP Address,100,176,True,2021-10-13 15:56:49,R_200Yzt3uWZKnzsl,qr,EN,I consent to participate in this survey.,Agree,Agree,Yes,Neither agree or disagree,Neither agree or disagree,Disagree,Agree,Agree,Agree,Freshman,L&S Undeclared/Undecided on Major,Female,Chicanx/Latinx,In state student,Democratic Party
