StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16
2020-10-15 22:03:25,2020-10-15 22:04:44,IP Address,100,79,True,2020-10-15 22:04:44,R_2vep8wQ8dbBknBz,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, slightly more",1-3,Decreased,Decreased,Decreased,Increased,"Yes, I use them slightly more",Asian American,Male,"L&S Math & Phys Sciences Division (e.g., Astronomy, Earth and Planetary Sciences, Mathematics, Physics, Statistics)",Freshman,No,In Berkeley/Co-ops
2020-10-15 22:03:31,2020-10-15 22:05:49,IP Address,100,138,True,2020-10-15 22:05:49,R_2Bzj5lmunzkERfL,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, significantly more",1-3,Not changed,Not changed,Not changed,Increased,"No, I use them slightly less",Asian American,Female,College of Engineering,Junior,No,In California with family
2020-10-15 22:11:57,2020-10-15 22:13:53,IP Address,100,115,True,2020-10-15 22:13:53,R_2dBfJK50xKl5e6t,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more",No change,0,Increased,Decreased,Not changed,Decreased,"No, I use them significantly less",White,Female,"L&S Arts & Humanities Division (e.g., Art Practice, Rhetoric, French, Music)",Senior,Yes,In Berkeley/Co-ops
2020-10-15 22:26:08,2020-10-15 22:27:59,IP Address,100,110,True,2020-10-15 22:27:59,R_2CCayUELjAtY96V,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, slightly more",1-3,Increased,Increased,Not changed,Increased,"No, I use them slightly less",Asian American,Female,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Freshman,No,In Berkeley/Campus Housing
2020-10-15 22:51:02,2020-10-15 22:53:01,IP Address,100,119,True,2020-10-15 22:53:02,R_1q4Ve2MvL1MycRF,anonymous,EN,I consent to participate in this survey.,No change,"No, slightly less",4-6,Not changed,Decreased,Decreased,Increased,"No, I use them significantly less",Chicanx/Latinx,Female,College of Natural Resources,Senior,No,In Berkeley/Co-ops
2020-10-15 22:53:41,2020-10-15 22:55:14,IP Address,100,93,True,2020-10-15 22:55:14,R_SB6pcDrHVeIibgR,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, significantly more",0,Increased,Increased,Decreased,Not changed,"Yes, I use them slightly more",Chicanx/Latinx,Female,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Junior,No,In California with family
2020-10-15 23:24:07,2020-10-15 23:26:04,IP Address,100,116,True,2020-10-15 23:26:04,R_20MOgD4HSalg2ca,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, significantly more",1-3,Not changed,Decreased,Decreased,Increased,"No, I use them slightly less",Decline to State,Female,L&S Undeclared/Undecided on Major,Sophomore,No,In Berkeley/Co-ops
2020-10-15 23:28:42,2020-10-15 23:29:50,IP Address,100,67,True,2020-10-15 23:29:50,R_enssswB20CmelwJ,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more",No change,0,Decreased,Not changed,Not changed,Decreased,No change,Chicanx/Latinx,Female,College of Engineering,Freshman,No,In California with family
2020-10-15 23:34:08,2020-10-15 23:37:42,IP Address,100,214,True,2020-10-15 23:37:42,R_3pub2vFMbOrI430,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, slightly more",1-3,Decreased,Decreased,Decreased,Decreased,"Yes, I use them slightly more",Asian American,Female,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Junior,No,In California with family
2020-10-15 23:41:33,2020-10-15 23:43:21,IP Address,100,107,True,2020-10-15 23:43:21,R_3rGtRbcjJUW63oP,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, slightly more",1-3,Increased,Decreased,Decreased,Increased,"No, I use them significantly less",White,Female,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Senior,No,In Berkeley/Greek Life Housing
2020-10-15 23:46:39,2020-10-15 23:48:04,IP Address,100,84,True,2020-10-15 23:48:04,R_3fBGOFa1UuVWPGG,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, slightly more",0,Not changed,Decreased,Decreased,Increased,"No, I use them slightly less",Asian American,Female,College of Natural Resources,Sophomore,No,Outside California with family
2020-10-15 23:52:00,2020-10-15 23:53:40,IP Address,100,100,True,2020-10-15 23:53:41,R_3dMKsy4Gbi43wkC,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more",No change,1-3,Increased,Decreased,Decreased,Decreased,No change,Chicanx/Latinx,Female,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Junior,No,In Berkeley/Co-ops
2020-10-16 00:41:17,2020-10-16 00:42:16,IP Address,100,58,True,2020-10-16 00:42:16,R_1jJm17JgJghrCEA,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, significantly more",1-3,Not changed,Increased,Not changed,Not changed,No change,Asian American,Female,L&S Undeclared/Undecided on Major,Freshman,No,In Berkeley/Campus Housing
2020-10-16 02:16:35,2020-10-16 02:17:55,IP Address,100,80,True,2020-10-16 02:17:55,R_1N8uGagxGcLtigA,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, slightly more",0,Increased,Decreased,Not changed,Decreased,"Yes, I use them significantly more",Chicanx/Latinx,Female,College of Engineering,Freshman,No,In California with family
2020-10-16 04:01:54,2020-10-16 04:03:18,IP Address,100,84,True,2020-10-16 04:03:18,R_3lz52A4kZ191fvY,anonymous,EN,I consent to participate in this survey.,No change,"No, significantly less",4-6,Not changed,Decreased,Decreased,Increased,No change,Asian American,Female,College of Environmental Design,Junior,No,Outside California with family
2020-10-16 11:01:54,2020-10-16 11:03:29,IP Address,100,94,True,2020-10-16 11:03:29,R_3ilJ6NdsJaccwY1,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, slightly less",0,Not changed,Decreased,Decreased,Decreased,No change,Asian American,Male,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Junior,No,In California with peers or alone
2020-10-16 11:04:47,2020-10-16 11:06:03,IP Address,100,75,True,2020-10-16 11:06:03,R_1imK6waLl1ZGJjb,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, significantly more",0,Not changed,Decreased,Decreased,Increased,"No, I use them slightly less",Asian American,Female,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Freshman,No,Outside California with family
2020-10-16 11:19:10,2020-10-16 11:20:30,IP Address,100,80,True,2020-10-16 11:20:31,R_3IfL7z9YEZCt32h,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, slightly more",0,Decreased,Increased,Increased,Increased,No change,White,Female,College of Natural Resources,Freshman,No,In Berkeley/Campus Housing
2020-10-16 11:25:50,2020-10-16 11:30:59,IP Address,100,308,True,2020-10-16 11:30:59,R_31uRQlHdEqzxaZj,anonymous,EN,I consent to participate in this survey.,No change,"No, slightly less",1-3,Not changed,Not changed,Decreased,Decreased,"No, I use them slightly less",Asian American,Female,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Senior,No,
2020-10-16 11:49:19,2020-10-16 11:50:44,IP Address,100,85,True,2020-10-16 11:50:44,R_eQCqw23wbK7Ycb7,anonymous,EN,I consent to participate in this survey.,"No, slightly less","No, significantly less",0,Not changed,Decreased,Decreased,Increased,"No, I use them slightly less",Asian American,Nonbinary,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Senior,Yes,In California with family
2020-10-16 11:55:11,2020-10-16 11:56:11,IP Address,100,60,True,2020-10-16 11:56:12,R_vpq8HR1PRjiTFBf,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, slightly more",1-3,Decreased,Not changed,Not changed,Decreased,"Yes, I use them slightly more",Asian American,Male,L&S Undeclared/Undecided on Major,Freshman,No,In California with family
2020-10-16 12:01:37,2020-10-16 12:03:05,IP Address,100,88,True,2020-10-16 12:03:05,R_2QF1M5Mew2qZSFH,anonymous,EN,I consent to participate in this survey.,No change,"No, significantly less",1-3,Not changed,Decreased,Decreased,Decreased,"Yes, I use them slightly more",Asian American,Female,"L&S Undergraduate Studies Division (e.g., American Studies, Applied Languages, Creative Writing, Data Science, Disability Studies, Interdisciplinary Studies, Media Studies)",Junior,No,Outside California with family
2020-10-16 12:06:00,2020-10-16 12:07:06,IP Address,100,65,True,2020-10-16 12:07:06,R_5tJey3it3zBlVsZ,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, slightly less",1-3,Decreased,Decreased,Decreased,Increased,No change,Asian American,Male,College of Chemistry,Junior,No,In California with peers or alone
2020-10-16 12:05:36,2020-10-16 14:17:09,IP Address,100,7893,True,2020-10-16 14:17:10,R_3J4M7md5G1pL259,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, significantly less",0,Decreased,Decreased,Decreased,Decreased,No change,Asian American,Female,College of Engineering,Junior,No,In California with family
2020-10-16 14:16:28,2020-10-16 14:17:55,IP Address,100,87,True,2020-10-16 14:17:55,R_2TCeVb6YrlHbWxY,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, significantly more",0,Not changed,Decreased,Not changed,Decreased,"No, I use them slightly less",African American/Black,Female,College of Environmental Design,Junior,No,In California with peers or alone
2020-10-16 14:19:19,2020-10-16 14:20:16,IP Address,100,56,True,2020-10-16 14:20:16,R_3syPGRmswf04zY2,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, significantly less",1-3,Not changed,Decreased,Decreased,Not changed,"Yes, I use them significantly more",Asian American,Male,College of Chemistry,Senior,No,In California with peers or alone
2020-10-16 14:18:41,2020-10-16 14:22:19,IP Address,100,217,True,2020-10-16 14:22:19,R_2SADPK2MmEBkPRr,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, slightly more",1-3,Decreased,Decreased,Decreased,Decreased,No change,Asian American,Male,"L&S Undergraduate Studies Division (e.g., American Studies, Applied Languages, Creative Writing, Data Science, Disability Studies, Interdisciplinary Studies, Media Studies)",Senior,No,In Berkeley/Campus Housing
2020-10-16 14:27:35,2020-10-16 14:39:07,IP Address,100,692,True,2020-10-16 14:39:08,R_30tRanqNIddpNv1,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, slightly less",0,Not changed,Decreased,Not changed,Decreased,"No, I use them slightly less",Asian American,Female,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Junior,No,In California with peers or alone
2020-10-16 15:24:01,2020-10-16 15:26:02,IP Address,100,120,True,2020-10-16 15:26:02,R_1JUUmNHmEil1Hvq,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, slightly less",0,Decreased,Decreased,Decreased,Decreased,"Yes, I use them slightly more",Asian American,Female,"L&S Math & Phys Sciences Division (e.g., Astronomy, Earth and Planetary Sciences, Mathematics, Physics, Statistics)",Senior,No,In California with family
2020-10-16 15:45:59,2020-10-16 15:47:28,IP Address,100,89,True,2020-10-16 15:47:28,R_31HRDRVGQm4rDIh,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, slightly more",0,Increased,Decreased,Not changed,Not changed,No change,Asian American,Male,College of Engineering,Senior,No,In Berkeley/Campus Housing
2020-10-16 15:57:02,2020-10-16 15:58:26,IP Address,100,83,True,2020-10-16 15:58:26,R_sM2L2WdNqK1Kaml,anonymous,EN,I consent to participate in this survey.,No change,"No, significantly less",0,Not changed,Decreased,Not changed,Decreased,No change,White,Nonbinary,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Senior,No,In Berkeley/Campus Housing
2020-10-16 15:40:25,2020-10-16 16:00:45,IP Address,100,1220,True,2020-10-16 16:00:45,R_5gxkehpVO9ep6Xn,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, slightly more",0,Decreased,Not changed,Not changed,Increased,No change,Asian American,Female,L&S Undeclared/Undecided on Major,Freshman,No,In Berkeley/Campus Housing
